OBJECTID,KBIF ID,Facility Name,Facility Street Address,City Name,State,Zip Code ,County Name,Area Development District,NAICS Code,Building Sq Footage,Number of Employees,Average Trucks per Day,Truck Bays,Average Trains Week,Facility Length of Rail,Number of Rail Doors,Prior CHAF ID,Completed CHAF ID,Existing CHAF ID,Intermodal Connector Needs,Comments,Meets Criteria,Area Development District Name,County Number,District Number,District Name,RT Unique,Road Name,Route Prefix,Route Suffix,Route Label,Update Indicator,GUID_Str,End Active Date,GlobalID,last_edited_date,created_user,created_date,last_edited_user,MP,RT_NUMBER,x,y
27,0,Masco (Cabinetworks),110 Clarence Dr,Mt. Sterling,KY,40353,Montgomery,GWADD, ,81000,350,40,20,0,0,0, , , , ,Wharehouse for Primary Location,YES,GATEWAY ADD,87,7,Lexington,,,,,,2,347D6362-2374-43D2-8D5D-03256D7099F2,,6ca6e04d-185f-432b-b072-f541b522188e,6/30/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9340955.1067,4592216.7906
28,6460,Altec Industries Inc,200 Altec Dr,Elizabethtown,KY,42701-4501,Hardin,LTADD,"333318, 333924",182000,1000,35,5,0,0,0, , , , , ,YES,LINCOLN TRAIL ADD,47,4,Elizabethtown,,,,,,2,BE9A818B-3F6F-452B-AA43-032DF8D75AF3,,2047f27d-bd97-4872-99ab-9043f2e36466,6/10/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9565683.6001,4533210.2
29,0,"Mubea, Inc",8212 Dixie Highway,Florence,KY, ,Boone,NKADD,31,191000,0,8,8,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,C2395488-9D4B-4F01-9508-032F03E0C336,,892d65de-3502-46bf-9db8-26da70e042fd,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9419878.1268,4717488.1275
30,9423,Satco Inc of Ky,4501 East Indian Trail,Louisville,KY,40213,Jefferson,KIPDA,811310,116000,51,0,5,0,0,0,, , , ,MOVED FEATURE - KIPDA NEEDS TO SURVEY AND POPULATE ATTRIBUTES,YES,KIPDA ADD,56,5,Louisville,,,,,,2,A95ED1C0-33F7-47FF-87CB-0336584DE7E5,,69cf57c3-8c5b-4d88-86ec-cdca1525b24f,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9537631.7925,4604716.0944
31,1112,Hennessy Industries Inc,759 Hennessy Way,Bowling Green,KY,42101-9177,Warren,BRADD,"331523, 336390",125000,107,0,5,0,0,0, , , , ,MOVED FEATURE,YES,BARREN RIVER ADD,114,3,Bowling Green,,,,,,2,F509EBFC-64FB-43A7-BE51-033E152B0629,,7364092b-6eec-4b32-994a-ce79e7df66d5,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9615815.5836,4440126.1207
32,5028,Modern Transmission Development (MTD),2555 Brandenburg Rd,Leitchfield,KY,42754-7501,Grayson,LTADD,"331523, 332721, 333112, 335224",160000,298,0,0,0,0,0, , , , ,"Facility Closed, LTADD NEEDS TO SURVEY",YES,LINCOLN TRAIL ADD,43,4,Elizabethtown,,,,,,2,C638E5B9-824F-4140-97ED-0349B86828CA,,07327d98-a9c5-4ca4-95df-045c1c7e3cab,8/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9606013.4999,4511270.6
33,0,UNKNOWN,120 FRAZIER CT,Georgetown,KY,40324,Scott,BGADD, ,56000,0,0,5,0,0,0, , , , ,"NEW FEATURE; BGADD NEEDS TO SURVEY, COUNTED 5 TRUCK BAYS",YES,BLUEGRASS ADD,105,7,Lexington,,,,,,2,88D4C3EC-D38B-4CB5-8490-0358D39A3EF8,,3c51fe04-5743-414f-b091-4c0ed61d2bb4,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9410632.9035,4612702.7635
34,0,AAA Cooper Transportation,3906 Bishop Lane,Louisville,KY,40218,Jefferson,KIPDA,484121,26000,31,86,43,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,6D05DF54-791D-4ED2-BDE5-0377C9716748,,3ee72178-3c50-4b30-840b-216835cac50b,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9539364.0346,4605759.4521
35,1897,Brown-Forman Cooperage,402 MacLean Ave,Louisville,KY,40209-1723,Jefferson,KIPDA,321920,350000,236,8,4,0,0,0,, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,FABAADCA-EB3F-42AE-BF47-03A8714804BD,,f468782c-d4a2-414b-9162-21642282bc04,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9545789.561,4604184.9705
36,221,Gamaliel Shooting Supply Inc,1497  Fountain Run Road,Gamaliel,KY,42140,Monroe,BRADD,"451110, 454111, 454113, 493110",28701,6,0,8,0,0,0, , , , ,MOVED FEATURE,YES,BARREN RIVER ADD,86,3,Bowling Green,,,,,,2,7528DF25-4EB7-47B1-ADBC-03C0A856C97A,,ef2f536f-115f-4a75-baf7-c559680d205d,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9551129.6801,4391880.8925
37,0,PARIS KY DISTRIBUTION CENTER,149 CLEVELAND DR,PARIS,KY,40361,Bourbon,BGADD, ,293037,0,0,0,0,0,0, , , , ,NEW FEATURE; BGADD NEEDS TO SURVEY,YES,BLUEGRASS ADD,9,7,Lexington,,,,,,2,FE9DF14F-C62E-4A7C-B8DE-03CEBC55F694,,bdb5a593-695d-446f-a96c-7b5a973639c1,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9382266.4786,4609651.28
38,12838,New Mather Metals,326 Page Drive,Franklin,KY,42134-6242,Simpson,BRADD,332613,400303,470,0,17,0,0,0, , , , , ,YES,BARREN RIVER ADD,107,3,Bowling Green,,,,,,2,9157830C-A506-4739-8A0C-03D192FC811D,,735157bb-494f-47d1-a298-b14472cef41a,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9631415.5086,4398645.5165
39,0,Gotprint,2000 Arbor Tech Dr,Hebron,KY,41048,Boone,NKADD,561499,102000,65,12,6,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,E2198411-3542-4318-A7F1-03DCA8C46FF7,,222f91d9-8450-4570-bc4e-3250c4823d67,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421405.1446,4730902.8801
40,7248,Continental Mills Inc,100 Krusteaz Way,Hopkinsville,KY,42240-6809,Christian,PEADD,"311824, 493110",365000,280,22,38,4,0,1, , , , ,Left message with Co. No call back.  Trucks are estimates. Phone: (270) 475-5100,YES,PENNYRILE ADD,24,2,Madisonville,,,,,,2,0BF9E3FD-6BD3-4B52-B709-043AC8423571,,8e7c1b0e-ad8d-4a21-8191-3d31c7c3f4a3,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9728551.3866,4410787.3626
41,0,AA Limestone / Hansons Aggregates Quarry,14011 State Rt 9,Grayson,KY,41143,Carter,FIVCO,"212311, 212312",6000,21,100,0,0,0,0, , , , ,NEW,YES,FIVCO ADD,22,9,Flemingsburg,,,,,,2,C4978560-22B7-4297-AF21-045E452C11A7,,28af61a4-d6db-4fe3-ae46-d1814f98a8c5,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9253551.4843,4644915.9007
42,360207906,UPS,7875 Foundation Drive,Elsmere,KY,41018-,Kenton,NKADD,"492110, 492210",195000,73,40,20,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,D1A22E5B-F059-456C-B00B-047682909B85,,7c981dda-07bf-484c-8b15-cece59dc6c3b,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9417608.7468,4718957.1028
43,1597,US Smokeless Tobacco Company,1600 N Main St,Hopkinsville,KY,42240-2724,Christian,PEADD,312230,1000000,154,7,15,0,0,0, , , , ,Phone No. (270) 707-1700. MOVED FEATURE,YES,PENNYRILE ADD,24,2,Madisonville,,,,,,2,AE5E96DC-5F32-461B-B7FA-047CBB2EA9F6,,6a9122d1-23a5-4a97-a101-023534a4e586,6/15/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9738111.5628,4424735.8083
44,13346,Fulfillment Concepts Inc,2200 Ampere Dr,Louisville,KY,40299,Jefferson,KIPDA,541511,150000,50,22,11,0,0,0,, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,829D3AE3-D767-41C8-B968-04B38B5260F7,,e63b66ef-0cdf-41f0-afd3-a163ccad76f4,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9523279.6073,4609452.7347
45,634007900,Nippon Express,1335 Donaldson Road,Erlanger,KY,41018-,Boone,NKADD,493110,105000,20,45,43,0,0,0, , , , ,Multiple Tenents,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,C63F84B3-2179-4566-A9CC-04EEB15530B3,,a0fa942f-1aeb-4f31-a199-2b3262a69047,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421624.3861,4726956.4738
46,549407900,CVG5 - Amazon.com.kydc.LLC,2285 Litton Lane,Hebron,KY,41048-,Boone,NKADD,454113 493110,598000,300,100,80,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,55BCCD31-41DE-4E4D-A40D-04EFB3805EC0,,fa85b041-647a-4eb1-b2d2-f8ee36dbfbc7,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9430795.8071,4732393.8022
47,4747,Summit Polymers Inc,160 Clarence Dr,Mt. Sterling,KY,40353-9072,Montgomery,GWADD,"326199, 336390",82000,176,16,8,0,0,0, , , , ,Estimated Trucks/Day,YES,GATEWAY ADD,87,7,Lexington,,,,,,2,563BB6A8-98CB-44C4-B623-04FD7573D19E,,61754e0c-07a8-4bf3-9bc4-301aae32f9e2,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9340718.9211,4592428.9714
48,0,Standard Textile,2250 Progress Dr,Hebron,KY,41048,Boone,NKADD,561990,467000,35,105,71,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,3B6C1D78-535A-4CAA-A530-0509B620A0A2,,407da881-a665-4361-94e5-3884eb87bba9,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9423484.607,4733293.0455
49,0,Clarcor Air Filfration Products,901 New Columbia Road,Campbellsville,KY,42718,Taylor,LCADD,333413,230000,140,16,8,0,0,0, , , , ,NEW FEATURE  ESTIMATED NUMBER OF TRUCKS,YES,LAKE CUMBERLAND ADD,109,4,Elizabethtown,,,,,,2,60EC3FB1-8E4D-4125-A5D4-055749241C4A,,4444f220-fb32-46b8-8241-bbb2e85958bf,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9502278.68,4484391.3454
50,0,Barton 1792 Distribution Center (Thomas Moore Distillery),1010 Withrow Ct,Bardstown,KY,40004,Nelson,LTADD,312140,385250,0,120,21,0,1400,0, , , , ,NEW FEATURE.,YES,LINCOLN TRAIL ADD,90,4,Elizabethtown,,,,,,2,94E39DD9-4F51-4265-89E7-05931E0689BE,,c479bbf4-d28f-430d-ad03-b65c19da2218,6/17/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9514454.6001,4556242
51,0,"American Window & Glass, Vital Records Control",4709 Allmond Avenue,Louisville,KY,40209,Jefferson,KIPDA,"238150, 493110",140000,88,52,26,0,0,0, , , , ,2024 UPDATE NAME NAICS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,CE9F977C-EBA1-482F-9821-05A30C7B09F7,,4d67063d-32c4-4531-a95d-aece3032c704,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9546392.3283,4604656.5854
52,1315,National Office Furniture,259 Stewarts Ln,Danville,KY,40422,Boyle,BGADD,"337121, 337122",160780,204,20,10,0,0,0, , , , ,"BLDG_SQ_FT, ATD EST",YES,BLUEGRASS ADD,11,7,Lexington,,,,,,2,E3A8C7EA-472C-477E-AE48-05A4B9F2B4D8,,fca0bad1-ce2a-4bf4-88d3-0609de22bda4,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9439704.2726,4525810.7185
53,0,XPO Logistics,5199 Charter Oak Drive,Paducah,KY,42001,McCracken,PUADD,"484110, 484230",15000,25,30,32,0,0,0, , , , ,New MFU,YES,PURCHASE ADD,73,1,Paducah,,,,,,2,A8E83CA1-6B98-4B8B-8989-05EA922261A6,,9f5d3bde-ce43-469d-b762-ecb250cf131e,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9871929.1842,4452505.3582
54,2111,Amcor Rigid Plastics,801 Memorial Dr,Nicholasville,KY,40356-2716,Jessamine,BGADD,326160,156266,205,20,10,0,0,0, , , , ,MOVED FEATURE; ATD EST,YES,BLUEGRASS ADD,57,7,Lexington,,,,,,2,C718C2AA-E2A9-45FB-8169-061C90A35420,,e849d39a-1390-4a3c-9c6b-536724d3f5dc,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9415999.4467,4562888.0666
55,0,Inland Container Corporation,4201 Shepherdsville Rd,Louisville,KY,40218,Jefferson,KIPDA,493110,137000,91,20,10,0,0,0,, , , ,"UPDATED NAME, NAICS",YES,KIPDA ADD,56,5,Louisville,,,,,,2,DC8ADCFC-25F9-4893-BCAC-062870731C64,,b490e7c6-f110-4136-b6e9-f5505cdc5d8b,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9535435.7767,4606286.6653
56,221518100,Sekisui S-LEC America LLC,1200 Rolling Hills Lane,Winchester,KY,40391-7015,Clark,BGADD,325211,92000,97,6,3,0,0,0, , , , ,"MOVED FEATURE; EMPLYMT, ATD EST",YES,BLUEGRASS ADD,25,7,Lexington,,,,,,2,F87C5C5B-9486-4999-A020-06388679200E,,d7608252-f515-415b-a55e-a8ff8807ce79,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9372000.7415,4580737.0921
57,525,Toyota North American Parts Center Kentucky,3675 North Bend Road,Hebron,KY,41048-,Boone,NKADD,493110,805000,600,70,60,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,580A02D0-310D-4A0F-8ED8-0641847507EC,,5aa41e04-f279-4ab8-a210-9aa68c1d4e3c,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9429705.4688,4729417.8692
58,4626,Hennegan Co,7455 Empire Dr,Florence,KY,41042-2923,Boone,NKADD,"323111, 323120",190000,210,15,11,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,2B47A8CD-E213-4A7D-99A6-06EFDE4C01A1,,1e6a9822-e2c1-4a87-a98d-1d09835d13cd,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9420538.9671,4717462.2388
59,9504,Stephens Pipe & Supply,2224 E Highway 619,Russell Springs,KY,42642-7928,Russell,LCADD,331222,300000,650,225,1,0,0,0, , , , ,MOVED FEATURE MOST TRUCKS ARE SIDE LOADED,YES,LAKE CUMBERLAND ADD,104,8,Somerset,,,,,,2,62FE6D3F-6D9D-44D5-8A8D-06F6B7283501,,743d0a2e-a9a3-47ea-a469-06d112265e47,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9468524.8955,4445394.932
60,1834,Whip-Mix Corp,361 Farmington Ave,Louisville,KY,40209-1833,Jefferson,KIPDA,"331512, 339114, 339116, 551114",180000,140,10,5,0,0,0,, , , ,LOCATED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,93270988-B2B9-4E69-BC3D-070673E3507A,,5b4e71ad-03d1-42ad-ba4e-0b11bed5ac54,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9546084.1371,4607906.9771
61,2477,Grindmaster-Cecilware Corporation,4003 Collins Ln,Louisville,KY,40245-1602,Jefferson,KIPDA,"333241, 333913, 335210, 493110",115000,125,8,4,0,0,0,, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,A68ED922-5B34-4488-9064-0721EE4CAD5E,,adf7e749-e033-4c7b-bc6c-65b27a2ac306,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9520095.6722,4621760.6838
62,5660,Louisville Overstock Furniture Warehouse,2415 Data Drive,Louisville,KY,40299-2201,Jefferson,KIPDA,449110,50000,70,48,24,0,0,0, , , , ,2024 UPDATE NAME NAICS STREET,YES,KIPDA ADD,56,5,Louisville,,,,,,2,0BC7993C-9E74-47D6-821C-072669BF07C8,,9a80ead4-0f17-475a-a50e-ac526f1b637b,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9525079.3423,4608990.1235
63,1679,Aventics,1953 Mercer Rd,Lexington,KY,40511-1021,Fayette,BGADD,332919,164030,272,4,2,0,0,0, , , , ,"MOVED FEATURE; EMPLYMT, ATD EST",YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,2127664E-B720-4EA1-91F6-07391A934280,,1d3953cc-d3a6-4b35-912e-837709be51b0,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9410276.1646,4590766.3077
64,4063,CHUHATSU North America Inc.,2600 Happy Valley Rd,Glasgow,KY,42141-9063,Barren,BRADD,335314,259319,275,0,11,0,0,0, , , , , ,YES,BARREN RIVER ADD,5,3,Bowling Green,,,,,,2,2C62062E-E66C-4CDE-8B4C-074AC173B11B,,e20c7d85-3b15-43a2-b9aa-dc3057445340,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9566339.2282,4442806.5248
65,601,Mizkan Louisville,6101 Cane Run Road,Louisville,KY,40258,Jefferson,KIPDA,493110,315000,20,45,30,0,0,0, , , , ,2024 UPDATE NAME NAICS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,2ABBA45F-3EDB-484E-8D3B-07668C606CD5,,3aa032e3-c015-471e-b995-def6941a5e8f,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9561447.7433,4602214.9788
66,3958,Kokoku Rubber Inc,120 Hanger Circle,Richmond,KY,40475-3246,Madison,BGADD,"326220, 326291, 326299, 339991",78000,132,6,3,0,0,0, , , , ,"MOVED FEATURE; BLDG_SQ_FT, EMPLYMT, ATD EST",YES,BLUEGRASS ADD,76,7,Lexington,,,,,,2,102277A3-0F58-4CEC-9383-078B8C19F3B9,,af7dfe21-3b07-4cc9-8370-c599e0cf838c,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9386701.3221,4546426.5171
67,0,Brooks Logistics Center,167 International Blvd,Hillview,KY,40109,Bullitt,KIPDA,493110,239000,0,50,25,0,0,0, , , , ,"UPDATED NAME, NAICS",YES,KIPDA ADD,15,5,Louisville,,,,,,2,FB4955AB-42F3-499C-8C9E-07922ECBAEB6,,13a6dd47-2947-4d18-8a49-2e644ec384b7,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9540976.4843,4587925.9397
68,0,Carroll Tire, 10721 Plantside Drive,Louisville,KY,40299,Jefferson,KIPDA,441320,37000,25,12,6,0,0,0,, , , ,EMP UPDATED,YES,KIPDA ADD,56,5,Louisville,,,,,,2,79CE4FBC-8889-4544-8C8D-07E9EB290133,,b8b443cd-3426-45b8-92bf-394ecb09770c,8/1/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9524185.91,4608953.1421
69,3116,Delta Faucet - Morgantown Plastics,113 Delta Way,Morgantown,KY,42261-8814,Butler,BRADD,326199,83989,249,0,6,0,0,0, , , , , ,YES,BARREN RIVER ADD,16,3,Bowling Green,,,,,,2,FFA5D258-7EEC-4F83-B6EF-08411E3FE1D5,,1c7fd8d4-c83c-48af-bad1-a4ad2d0f59d8,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9652351.2946,4469183.063
70,0,Airway Technologies,2205 Global Way,Hebron,KY, ,Boone,NKADD,48,93700,0,18,18,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,1DA0DDE2-0875-4E41-BD25-08AD4920D5CE,,16ccd3d6-4732-463f-a457-b2c4dbcf63fd,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9430792.4139,4734419.1973
71,0,Givaudan Flavors,9200 Brookfield Ct,Florence,KY,41042,Boone,NKADD,325199,180000,25,50,25,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,8D3DBBA9-8543-4ACF-81A5-08EA52A91F45,,6f2671e6-40bb-4aa5-8467-43c780056427,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9420345.7125,4716851.398
72,0,HTNA,110 FORTUNE DR,FRANKFORT,KY,40601,Franklin,BGADD, ,328839,0,0,3,0,0,0, , , , ,NEW FEATURE; BGADD NEEDS TO SURVEY,YES,BLUEGRASS ADD,37,5,Louisville,,,,,,2,DD3C9E42-06A2-4B6A-B44E-08ECDE2BD28C,,08422820-23fe-4719-87a5-37ab298adc8c,8/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9442672.4604,4602438.3099
73,4750,Masco Cabinetry,51 Clarence Dr,Mt. Sterling,KY,40353-8715,Montgomery,GWADD,337110,262000,300,66,33,0,0,0, , , , ,Estimated Trucks/Day; Changed Name,YES,GATEWAY ADD,87,7,Lexington,,,,,,2,AC185404-F75E-4B3F-A9BC-08F8C3AE1219,,142f10a1-f4f8-4186-a382-fa81698536a1,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9339624.3964,4592666.1109
74,7304,Toyotomi America Corp,1 Sakura Dr,Springfield,KY,40069,Washington,LTADD,"336370, 336390",611000,500,70,12,0,0,0, , , , ,MOVED FEATURE,YES,LINCOLN TRAIL ADD,115,4,Elizabethtown,,,,,,2,D5277758-126C-4F36-B0B0-0947501377A8,,e8384a2e-7373-473c-b4d6-574f5dcfe5ec,6/11/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9488865.5,4535043.1
75,0,Cove Appliances,2025 James Howard Dr.,Richmond,KY,40475,Madison,BGADD, ,82162,0,20,10,0,0,0, , , , ,NEW FEATURE; ; ADT EST,YES,BLUEGRASS ADD,76,7,Lexington,,,,,,2,0C07555A-1BB7-4352-BE7F-09A014827853,,3319c348-d2c8-41f3-82c3-e3d626db64ad,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9381142.9141,4535669.8972
76,0,Fram Filtrations,1100 Worldwide Blvd,Hebron,KY, ,Boone,NKADD,42,724000,0,125,125,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,058FA6AB-36D2-4CA6-88BF-09B467EB3E73,,f8951fbe-7151-45d0-9ee8-46c765b74248,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9430668.8402,4734018.5767
77,1549,"Gibbs Die Casting Corporation, Inc",320 Community Dr,Henderson,KY,42420-4397,Henderson,GRADD,"331523, 332999, 551114",150000,875,30,15,0,0,0, , , , ,UPDATED EMP,YES,GREEN RIVER ADD,51,2,Madisonville,,,,,,2,9B1804B2-CB22-4302-AC47-09FA988D3B60,,79f0cb62-d4c8-4635-b680-67ba45bc787f,6/23/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9756287.0032,4551873.9452
78,0,Sumitomo Electric Wintec America,"909 Industrial Dr, Edmonton, KY 42129",Edmonton,KY,42129,Metcalfe,BRADD,336320,162582,0,24,12,0,0,0, , , , ,PART OF A LARGER FACILITY. SUMITOMO ALSO OWNS BUILDING NEXT DOOR.,YES,BARREN RIVER ADD,85,3,Bowling Green,,,,,,2,F4F21E96-0934-43CE-A3ED-0A4628C0F949,,2a580766-ec41-41e7-984e-8d7a560a152f,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9529891.5445,4439061.5668
79,315,Reinhart Food Service LLC,2201 Ampere Dr,Louisville,KY,40299,Jefferson,KIPDA,"424420, 424490, 493110",100000,140,64,32,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,6AEB0A1F-7526-4994-8627-0A5D5EAAFAEE,,d21061ff-4cad-4f0e-b898-c7b25d1e8abf,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9523284.0862,4609320.3949
80,0,Global Mail Inc,2300 Airport North Dr,Hebron,KY, ,Boone,NKADD,48,260000,0,0,0,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,92411D0D-6D8B-4244-89C9-0A6EE3C5781D,,7de1e68a-e8ef-40a1-8fe1-b5730076c681,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9427487.6625,4732454.832
81,0,YKK USA,1090 Industry Road,Lawrenceburg,KY, ,Anderson,BGADD, ,183496,0,0,0,0,0,0, , , , ,"NEW FEATURE; YKK Facility, second building to main builidng NW of this location, BGADD NEEDS TO SURVEY",YES,BLUEGRASS ADD,3,7,Lexington,,,,,,2,DD2F0163-8CC7-4C6F-9DE2-0A8A57FF7CE2,,a7d865a9-d8f5-46f9-9d64-e725a629cbee,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9449032.0572,4584116.6077
82,6504,Hendrickson Truck Commercial Vehicle Systems,655 Hendrickson Dr,Lebanon,KY,40033-9178,Marion,LTADD,"336330, 423120",150000,193,20,15,0,0,0, , , , , ,YES,LINCOLN TRAIL ADD,78,4,Elizabethtown,,,,,,2,BB2E4D0E-244D-4CFD-9C53-0A91A80EEFA8,,ca1a916a-e876-495c-8b06-b106468bf6a2,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9489758.7,4521844.2001
83,0,Johnson Controls,4620 Olympic Blvd,Erlanger,KY,41018,Kenton,NKADD,335314,109000,10,36,18,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,05B19B49-F9DE-43C6-B86D-0AA800046AEB,,2bf98b2e-dc43-49eb-bfeb-108f970fd659,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9419716.4463,4728088.671
84,0,Recycling Express,7430 Industrial Rd,Florence,KY,41042,Boone,NKADD,423930,221000,25,15,12,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,91BBEA62-E08F-4EC2-8B75-0AA924D63E6F,,2bbd6166-e44d-40ad-8d7c-b7d6a5c9d178,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421137.9932,4719056.3988
85,0,CorrChoice, 7010 Riverport Drive,Louisville,KY,40258,Jefferson,KIPDA,,268700,0,90,45,0,0,0,, , , ,NEW FEATURE- UNKNOWN BUSINESS NAME,YES,KIPDA ADD,56,5,Louisville,,,,,,2,9151C6CE-734A-4649-AAD3-0AB66AD23AF6,,dcb7f5cb-a5f0-4994-be31-d6e1e0003c88,9/27/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9560657.6543,4602304.0574
86,4002,Franklin Precision Industry Inc,3220 Bowling Green Rd,Franklin,KY,42134-,Simpson,BRADD,"326199, 336310",345089,580,0,20,0,0,0, , , , , ,YES,BARREN RIVER ADD,107,3,Bowling Green,,,,,,2,73AFB9C8-C5A3-4C49-9910-0AB83D29AFDA,,43431016-95bf-42ce-a84f-19d4b372b4eb,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9637053.6895,4406838.3947
87,0,Geary Foods Inc,3432 Turfway Rd,Erlanger,KY, ,Boone,NKADD,72,15000,0,6,6,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,DF0CCDD1-582C-44D2-9AF2-0AEE34E39731,,82e85cda-da3d-4209-be80-18a9f4585a7b,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9420423.0204,4727389.1225
